Borsa_Fiyati,Sistem_Hacmi,Sebekeden_Alis,Sebekeye_Satis,Kooperatif_Tasarrufu
3.08993494638862,-0.1265,330.8265,0,0.021505
3.08993558937741,-0.1265,334.1265,0,0.021505
3.0899360490791,-0.1265,336.5265,0,0.021505
4.97064789508601,-0.1265,334.1265,0,-0.216315
4.97064403711516,-0.1265,336.1265,0,-0.216315
4.97008494355258,-0.1265,2546.8265,0,-0.216315
4.80042972218742,288.112,2329.188,0,492.67152
4.68213601610896,424.4778,1672.5722,0,725.857038
4.50975852912866,812.833,1394.367,0,1389.94443
4.38738533239631,1137.364,1063.486,0,1944.89244
4.38274843769146,1143.488,1042.712,0,1955.36448
4.36328524493884,1162.331,951.319,0,1987.58601
4.40883494316788,1030.196,1078.854,0,1761.63516
4.67987561276028,452.082,1760.418,0,773.06022
7.32837064965623,9.4467,3295.3533,0,38.542536
7.34016795185588,-0.1265,3073.2765,0,-0.51612
7.34017179527763,-0.1265,3004.5265,0,-0.51612
7.34017128216207,-0.1265,3013.5265,0,-0.51612
7.34017223959699,-0.1265,2996.7765,0,-0.51612
3.08999287836913,-0.1265,3019.9265,0,0.021505
3.08995872150887,-0.1265,521.2265,0,0.021505
3.0899313648673,-0.1265,313.5765,0,0.021505
3.08980981397056,-0.1265,113.3265,0,0.021505
3.08979583893063,-0.1265,105.5865,0,0.021505
3.08979872430237,-0.1265,107.0965,0,0.021505
3.08979562550191,-0.1265,105.4765,0,0.021505
3.08981099241069,-0.1265,114.0315,0,0.021505
4.97172508941851,-0.1265,125.6465,0,-0.216315
4.97189960789824,-0.1265,114.1265,0,-0.216315
4.97043190138237,-0.1265,501.0965,0,-0.216315
4.5946307884761,144.5065,369.2885,0,247.106115
4.38230165354129,274.0834,249.3216,0,468.682614
4.10322360927651,438.045,0,12.2354,749.05695
4.010650646783,421.505,0,117.1884,720.77355
3.7814070717786,436.615,0,558.687,746.61165
3.81193513197753,437.61,0,480.579,748.3131
3.88929893489327,426.47,0,305.911,729.2637
4.28775946994141,377.129,190.996,0,644.89059
7.33836131176245,0.3182,791.6168,0,1.298256
7.3407665772782,-0.1265,673.5315,0,-0.51612
7.34072434489045,-0.1265,712.7865,0,-0.51612
7.34073303805586,-0.1265,704.3365,0,-0.51612
7.34075047057087,-0.1265,687.9815,0,-0.51612
3.08996912501247,-0.1265,696.7715,0,0.021505
3.08992910209727,-0.1265,303.5765,0,0.021505
3.08980338914869,-0.1265,109.6315,0,0.021505
3.08980838200635,-0.1265,112.4815,0,0.021505
3.08980847586689,-0.1265,112.5365,0,0.021505
3.0897892668682,-0.1265,102.3015,0,0.021505
3.0898079713542,-0.1265,112.2415,0,0.021505
3.08983618795157,-0.1265,131.5315,0,0.021505
4.97172392083106,-0.1265,125.7315,0,-0.216315
4.97206125200703,-0.1265,105.1965,0,-0.216315
4.97043570301335,-0.1265,496.7265,0,-0.216315
4.31177570796257,327.599,195.871,0,560.19429
3.90176388242813,431.635,0,286.835,738.09585
3.84685805379623,407.1,0,372.017,696.141
3.95301247559285,435.04,0,203.376,743.9184
4.13260282987208,418.2174,17.5826000000001,0,715.151754
4.02722741417156,440.485,0,100.785,753.22935
3.98570211045334,432.42,0,154.088,739.4382
4.30401779860913,357.634,203.006,0,611.55414
7.34067134635434,-0.1265,769.0365,0,-0.51612
7.34073388233738,-0.1265,703.5265,0,-0.51612
7.34074274320803,-0.1265,695.1365,0,-0.51612
7.34073237753798,-0.1265,704.9715,0,-0.51612
7.34074466680662,-0.1265,693.3415,0,-0.51612
3.08996932867523,-0.1265,701.3965,0,0.021505
3.08993243551055,-0.1265,318.5415,0,0.021505
3.08977792923269,-0.1265,97.0915,0,0.021505
3.08979336718761,-0.1265,104.3265,0,0.021505
3.08978503276239,-0.1265,100.2915,0,0.021505
3.0897725385669,-0.1265,94.7965,0,0.021505
3.08976718253517,-0.1265,92.6215,0,0.021505
3.08982342339383,-0.1265,122.0415,0,0.021505
4.97176845693824,-0.1265,122.5715,0,-0.216315
4.97179145082548,-0.1265,121.0015,0,-0.216315
4.9704164961872,-0.1265,519.6215,0,-0.216315
4.31587047801311,267.845,164.5,0,458.01495
3.94093181129953,415.405,0,212.3819,710.34255
3.7983242794173,443.73,0,522.059,758.7783
3.75550194649615,452.925,0,657.215,774.50175
3.73238024741536,429.55,0,695.856,734.5305
3.77460878885316,429.59,0,568.31,734.5989
3.8731870862615,422.085,0,332.902,721.76535
4.18559002238422,404.7772,72.8527999999999,0,692.169012
7.31337081530381,4.9676,751.1774,0,20.267808
7.34078654228168,-0.1265,656.4415,0,-0.51612
7.34077024960881,-0.1265,670.3215,0,-0.51612
7.34075058516761,-0.1265,687.8765,0,-0.51612
7.34073569732809,-0.1265,701.7915,0,-0.51612
3.08996899368988,-0.1265,693.8215,0,0.021505
3.08992327411353,-0.1265,280.5365,0,0.021505
3.08978894630178,-0.1265,102.1465,0,0.021505
3.08978753883924,-0.1265,101.4715,0,0.021505
3.08980422146053,-0.1265,110.0965,0,0.021505
3.08978480689659,-0.1265,100.1865,0,0.021505
3.08979571286757,-0.1265,105.5215,0,0.021505
3.08981106713464,-0.1265,114.0765,0,0.021505
4.9718037749065,-0.1265,120.1765,0,-0.216315
4.9716908393814,-0.1265,128.1865,0,-0.216315
4.97041930572207,-0.1265,516.1415,0,-0.216315
4.15737088931987,471.198,49.1370000000001,0,805.74858
3.79386754015575,505.965,0,608.697,865.20015
3.7887863765928,521.495,0,643.431,891.75645
3.83501576020835,540.345,0,526.205,923.98995
3.91839680846228,537.91,0,321.2495,919.8261
3.80277990094908,510.295,0,587.068,872.60445
3.83258811901522,495.645,0,488.924,847.55295
4.07381311665699,543.66,0,55.029,929.6586
